물질명,유형,원소수,평균원자질량,평균가전자수,밀도,열전도도,전자비열계수,Tc
F3Zn3,화합물,2,99.55,2.3,2.32,16.2,0.27,8.66
Hg2Tm2ErOs4,고온,4,69.95,2.9,8.71,12.3,2.81,146.51
Tb2SrSe3,합금,3,174.73,1.8,12.53,27.94,11.75,0.0
LuRe4Ca3Ta,화합물,4,78.36,5.4,1.61,22.34,2.07,5.78
W2ZrYHf3Pt2K,고온,6,54.92,5.4,3.33,14.33,2.5,112.86
Hg4UCePb2O4Mg,고온,6,130.11,4.7,3.27,9.64,4.55,127.97
Cu4,원소,1,187.65,1.0,15.75,226.14,6.01,0.6
Tl2Al3U,화합물,3,34.96,5.4,8.27,45.59,12.01,16.98
RhNd2Ba2Sr,화합물,4,48.81,5.4,2.38,14.98,3.11,3.88
HZr2,합금,2,164.46,1.9,11.3,99.97,12.53,8.51
BeSe2,화합물,2,129.27,2.1,7.24,38.04,1.6,13.76
Be2S2,합금,2,95.31,5.7,15.4,15.93,4.69,5.83
Rb3YbDy,화합물,3,47.46,4.1,11.3,37.02,0.82,6.66
FeNi2Tb2Li3,화합물,4,12.16,3.1,11.56,25.99,9.04,12.38
AuSn,화합물,2,84.61,3.5,12.13,2.6,1.29,9.05
Hf4AsFeInRh2,고온,5,98.41,2.0,6.11,3.26,13.31,141.86
Er3B2,수소화물,2,31.14,4.5,6.6,69.98,5.75,202.05
CaMn,합금,2,96.09,1.9,3.88,16.2,0.52,2.21
Eu4CsInCd2,화합물,4,116.1,2.2,6.66,2.4,12.05,9.48
BiMg,합금,2,177.51,5.5,14.78,47.5,6.47,10.65
CoPb2,화합물,2,43.13,4.6,11.42,7.47,13.7,10.16
Nd,원소,1,116.25,3.0,9.35,372.4,7.91,8.15
Er2Nd3U,합금,3,160.58,3.7,2.75,10.46,7.74,0.0
Rh2EuAl2Ca,화합물,4,64.33,2.4,11.09,6.03,12.77,7.88
S3PtK3Gd,화합물,4,54.87,3.1,10.6,33.19,2.3,3.5
SnUCd2KFe,고온,5,93.79,1.8,3.99,3.23,12.94,153.91
BaSc3NHCd4,고온,5,117.86,3.8,5.9,4.33,3.17,144.28
ZnN2,수소화물,2,57.88,4.9,7.54,31.38,11.36,122.13
Rh2Y2Na4,화합물,3,11.18,4.1,10.22,35.58,12.46,8.96
P3Sm2,합금,2,85.34,5.9,7.33,47.6,3.97,24.12
Se4Cs4Pb4N3,화합물,4,139.72,3.4,9.43,39.57,9.21,4.29
N2PSm2Te2,화합물,4,21.68,3.3,2.73,39.97,14.75,17.87
Sn2Hf3,화합물,2,104.47,4.6,8.51,41.55,9.79,43.97
N2Th2,화합물,2,69.47,3.5,3.98,26.66,4.42,9.83
Sm2Ir2,화합물,2,137.29,4.4,2.03,46.22,10.5,3.01
Ni3MoGd3,화합물,3,99.2,3.9,6.31,36.94,1.37,20.22
SrRuLi3,합금,3,168.71,3.3,14.11,44.57,1.92,2.5
Si,원소,1,155.5,4.0,5.57,292.92,8.83,11.52
Lu4Mg3Er2,합금,3,55.42,4.2,10.46,99.6,4.8,4.36
ReYb2,합금,2,59.62,4.4,6.36,63.65,4.87,9.19
WNYBa2,고온,4,73.86,2.5,6.21,6.44,3.5,45.66
GdBe2Sb2,합금,3,83.67,4.2,14.36,23.86,8.4,2.61
C4Ba4Rb3,화합물,3,94.63,1.5,12.86,8.15,9.08,14.26
ZnAlPb2Au4,화합물,4,97.89,5.3,9.36,33.28,6.93,14.7
Pr,원소,1,93.36,5.0,18.53,131.26,7.39,6.81
Mn2Ru3AsSm3,고온,4,101.62,2.8,3.03,4.76,0.38,41.25
FTi2,화합물,2,112.79,2.9,5.35,34.25,11.56,20.99
TaSm2,합금,2,62.4,2.8,6.74,44.86,14.55,0.0
Ge3BaFeTe2Ru3,고온,5,60.6,1.6,3.27,10.39,2.83,146.85
Ag2,원소,1,24.61,3.0,7.4,140.03,5.68,4.02
F3Cr4Hf,합금,3,70.08,2.5,10.24,55.59,12.91,9.89
GaPb3AsLi2Mn2Na3,고온,6,76.41,2.3,6.28,8.83,12.25,68.69
N2P3Er,화합물,3,134.37,3.1,9.58,12.39,4.95,16.55
ZnThRu,화합물,3,27.27,5.4,5.16,29.53,1.52,19.45
Ir,원소,1,233.06,3.0,10.99,351.8,8.61,4.84
Dy2TlRh3Cd2TaMg,고온,6,72.07,2.0,6.11,10.27,4.61,156.34
Os2AgZn4Au2,화합물,4,78.88,3.9,13.03,16.06,13.71,5.09
Pt2In4,합금,2,75.47,3.6,2.23,92.48,13.4,8.34
Co3Gd,화합물,2,19.74,3.3,8.6,2.98,13.09,16.62
V4Er3Zn2Sm,고온,4,104.17,4.6,4.68,5.25,11.94,32.79
Dy2,원소,1,182.15,4.0,10.01,108.23,7.61,9.38
ThZrIn3TmBRu4,고온,6,38.21,3.8,6.04,4.18,0.83,117.69
AgGa3,화합물,2,140.04,2.2,8.88,42.73,3.01,13.38
DyN4Sn2Cu4,화합물,4,55.82,2.7,3.73,29.4,8.57,11.63
Sr3Na2Ti2Eu4CaS4,고온,6,66.43,1.9,5.29,9.46,13.83,135.93
KBaV3,수소화물,3,40.77,2.2,6.32,52.62,1.34,235.99
Re4Nb2,합금,2,31.51,1.6,14.08,6.63,3.75,0.0
PbTbCe,합금,3,130.36,1.8,12.29,91.4,13.4,18.56
Sb2W3S3In2As4Rh3,고온,6,94.61,4.2,5.61,14.25,9.91,100.84
SrOP2Li3,화합물,4,52.22,2.6,6.87,8.74,3.77,4.44
La3Ir2Tm2Sn3,화합물,4,24.68,3.9,11.6,16.99,0.42,4.45
Nb2Ca3W,화합물,3,53.59,4.9,13.31,43.89,14.08,17.12
Li4Hg4Cr4Re4Os2,고온,5,130.43,4.3,8.2,2.0,6.49,152.8
Cd4K2Rb2S4OLa,고온,6,47.16,5.3,3.57,6.69,6.72,90.11
ZrCs2W2Cr2SYb2,고온,6,137.06,1.6,6.79,6.48,9.15,94.74
ZnGa2,화합물,2,115.68,3.5,7.26,31.31,14.76,1.72
CeSn2W,화합물,3,49.26,3.2,3.11,7.41,10.93,14.78
Pb3O,화합물,2,100.47,4.9,1.78,30.62,7.04,3.41
CrAgTlDy,화합물,4,81.41,3.2,7.03,3.15,1.88,26.48
Na3GeB3Th,화합물,4,29.83,3.4,3.45,33.55,8.99,42.02
KCBa3,화합물,3,158.32,3.1,13.85,34.65,0.24,10.78
Hf3Sn2As2,합금,3,149.08,5.4,10.82,110.7,1.83,4.85
Sr2CsEu3,화합물,3,114.71,2.8,1.54,14.47,0.63,4.11
F2Ni2,화합물,2,143.32,3.9,9.12,26.49,6.9,11.96
Yb3Sc2ErRuO2Os,고온,6,30.86,4.8,5.02,13.46,7.1,113.83
C2HBi3,화합물,3,56.89,3.4,5.74,38.5,13.89,0.0
NdRe4,합금,2,95.63,2.4,3.92,136.67,3.26,8.53
Bi2RbC2O3,화합물,4,51.79,4.1,12.66,32.4,8.23,14.73
Te2Hf2V4Co2Sn2,고온,5,89.58,4.3,7.34,8.37,6.18,134.16
Rb3S2,화합물,2,132.0,2.4,3.62,7.1,1.22,5.07
PbS,화합물,2,32.67,2.8,7.32,5.64,13.96,10.15
Ir2Sb3,화합물,2,92.49,1.7,6.33,46.28,2.18,7.59
PSe3Sn,합금,3,138.83,2.0,13.03,16.56,4.06,1.22
Ga3Th2LiRbSn2,고온,5,38.51,2.0,4.26,7.52,7.13,129.98
Sr2CrTe2,합금,3,76.13,4.3,8.12,90.14,10.63,16.91
TeEr2BiGd2,화합물,4,133.86,2.7,6.25,45.06,6.89,16.17
EuCs3Ni,합금,3,55.43,2.6,12.02,82.68,14.59,7.5
Pr2,원소,1,217.8,4.0,17.02,299.25,8.21,5.14
PbWCd,화합물,3,55.6,4.4,11.71,48.61,10.46,16.67
Sm4CeMo,화합물,3,49.27,2.3,4.3,15.12,8.75,1.58
GdCs4ScHf,화합물,4,46.05,5.8,13.69,9.91,7.84,12.24
IrPt2Ho3NdBeRh2,고온,6,67.78,2.0,8.21,1.64,3.49,84.32
AgNEu2Rb2,화합물,4,100.41,4.8,8.36,10.46,6.99,1.91
GeCo,화합물,2,61.73,2.8,10.68,33.42,6.18,1.01
AuInCu,화합물,3,20.7,3.6,2.24,1.11,7.49,5.73
Mo3Na2,화합물,2,80.86,5.0,4.9,8.57,4.37,14.51
Re3Tb3Hg,화합물,3,57.08,3.8,13.05,37.87,0.72,8.12
Pt2Pd2In2,화합물,3,86.89,6.0,9.32,35.21,1.27,18.49
Yb4ErTl3AuZrCr,고온,6,137.9,2.0,3.18,7.42,13.47,92.16
Gd2Ni,합금,2,59.96,3.5,13.91,144.12,2.56,5.69
Sc2Ta4Cu3BiLu2,고온,5,128.46,5.5,6.66,9.34,1.58,136.4
C2,원소,1,103.55,5.0,11.77,298.27,3.0,4.7
BaZnCu,화합물,3,35.76,2.9,13.56,23.62,13.49,14.0
TeZnRb,화합물,3,33.29,4.6,13.23,36.46,6.57,15.94
CoGe2Tm2Sb,화합물,4,60.06,4.3,1.67,41.78,1.86,7.07
Gd2Ge2,합금,2,147.2,1.6,2.67,31.61,6.62,12.02
CdNiSc2F2Ag3,고온,5,37.64,2.2,7.93,8.98,3.88,133.2
Co4TlPdSn3K2Si2,고온,6,41.25,4.6,7.61,6.59,2.89,147.1
AlTl3Fe,화합물,3,42.94,2.5,10.74,49.51,14.48,28.69
Ag2Si2,화합물,2,130.36,1.6,10.13,40.87,6.84,22.21
TlTa2Sb3Li2,고온,4,101.57,2.9,3.31,10.15,6.24,66.26
Ni2Sr2Sn2Ca2Mg4,고온,5,110.66,3.2,7.16,13.84,2.32,38.72
Cd4Th,화합물,2,45.18,3.0,10.5,27.96,0.37,4.08
Mg3Nd,화합물,2,36.85,4.6,12.48,10.5,11.71,8.37
Ir2Sb2,화합물,2,49.53,4.8,3.2,23.34,1.12,32.1
Hg4Fe2P,화합물,3,62.58,5.9,6.17,29.45,4.91,15.02
NiBi,화합물,2,12.61,2.0,10.98,13.18,14.8,1.52
Gd3Nd3La,화합물,3,43.94,5.9,10.92,27.93,4.09,21.39
Au,원소,1,232.92,3.0,15.09,273.87,2.18,11.55
Cd2AgCr3Co2,화합물,4,151.97,5.7,7.22,48.0,1.85,7.04
Ca3Re3Nd,화합물,3,159.35,2.7,7.34,44.55,11.85,4.56
Lu2Sm2Hg2,수소화물,3,30.93,4.7,3.87,65.45,2.8,163.24
CoFe2B,수소화물,3,24.84,2.3,7.76,29.39,1.8,129.78
Zn3O2,화합물,2,15.96,3.0,11.22,48.05,4.08,4.04
V3Se2P3,화합물,3,140.37,4.2,11.21,38.98,9.48,4.34
Pt4Mo3O2,합금,3,109.51,3.6,15.36,148.91,8.93,1.33
CoIr2RuW2,화합물,4,51.48,2.6,13.3,30.61,2.13,13.18
Gd4,원소,1,18.41,2.0,10.15,272.66,2.2,2.03
Te3V2B3Bi,화합물,4,10.39,4.1,6.09,39.26,10.48,7.49
YbMg,화합물,2,152.41,2.0,7.2,26.6,0.44,2.87
LuPt3Al3Gd2,화합물,4,65.38,3.8,7.07,32.99,3.91,4.16
Mg,원소,1,199.33,3.0,11.17,184.79,4.12,2.26
NdTlCdSi4Er3,고온,5,32.44,3.4,6.03,2.04,10.62,133.21
CrMn4Ge,화합물,3,41.12,4.8,8.11,2.38,5.76,10.6
H2,원소,1,86.46,3.0,15.74,272.05,3.4,6.99
Se,원소,1,130.54,3.0,6.69,4.14,9.23,1.4
CoTi4,합금,2,152.08,2.9,14.24,148.9,2.66,3.0
Te4PrHg2,합금,3,177.21,5.9,5.73,139.08,11.59,13.91
InHgIr4Ho2,고온,4,36.05,3.2,3.18,9.69,5.1,75.81
LuNa4ThZr4,화합물,4,78.14,2.4,3.45,19.98,5.14,14.29
Ta2Nb2Sm2Y2Ni2,고온,5,37.93,4.1,8.46,4.45,12.05,119.24
AlSc2Au2,합금,3,93.81,2.6,7.38,10.5,0.85,0.0
UReTa,화합물,3,59.37,5.7,11.81,47.53,2.94,8.78
FeLuAg3Mn3,화합물,4,76.64,1.9,4.11,37.71,0.86,12.33
SeHo3,화합물,2,133.6,1.7,2.99,10.64,7.36,20.57
Re2Si2As3Hg3,화합물,4,112.83,2.1,4.12,48.53,6.93,3.57
K4H3SAl4,고온,4,38.71,2.0,5.69,11.99,3.6,61.66
Yb4Zn3,합금,2,135.27,2.6,4.69,81.86,2.51,2.04
ZrEu,화합물,2,64.12,4.4,11.63,45.33,12.62,3.55
Mo4VCr2Cd3,고온,4,65.08,2.0,6.34,14.99,12.77,152.0
Tm3,원소,1,172.67,3.0,8.08,12.54,3.55,7.53
Au3,원소,1,73.25,1.0,21.15,304.37,9.03,3.55
TeDy,합금,2,117.3,6.0,11.78,123.19,1.82,3.25
CSBe4,화합물,3,19.23,4.3,9.44,24.38,4.31,5.17
Hf3Ta3,합금,2,147.22,4.1,10.27,148.09,2.29,7.07
SSn2,합금,2,113.09,5.3,8.97,15.92,11.17,8.56
SiS2CCd3,화합물,4,122.88,4.2,4.26,31.8,2.56,11.86
Pt2Ga,화합물,2,46.94,5.1,12.74,5.61,12.21,5.2
Os2Ir,합금,2,104.12,5.9,15.16,57.39,14.02,2.54
Lu2Gd2,화합물,2,64.76,3.7,8.99,45.11,12.13,9.51
O3YbF3Ga,화합물,4,116.09,2.8,9.05,13.76,3.06,3.64
As3FSe2WSi2Pr3,고온,6,66.41,3.0,8.74,11.3,14.85,165.43
SnBi3RuLi3,화합물,4,12.18,2.8,7.01,25.16,13.52,1.75
Rb2Ge2Os2LuAu,고온,5,114.54,5.1,4.49,8.93,13.12,163.5
EuTi,화합물,2,109.0,2.8,5.53,48.33,4.96,8.96
OGa2,합금,2,179.54,4.3,12.06,53.88,1.08,5.31
TaLaO,화합물,3,119.34,2.7,6.81,4.82,1.47,25.61
Mg2NBe3PdNa2,고온,5,99.04,2.0,4.85,11.67,5.1,100.59
Mn3Bi2,화합물,2,71.0,3.0,11.27,47.35,10.24,7.23
TmLu3O2PY4,고온,5,48.13,2.5,5.07,5.17,9.87,97.18
Al2Ce3Rh,수소화물,3,27.98,3.4,2.16,56.36,3.46,247.55
Cd3,원소,1,139.65,2.0,9.09,293.48,1.06,2.98
F,원소,1,73.43,4.0,6.83,35.49,3.65,0.0
CeCr2,합금,2,105.81,5.5,10.28,9.01,12.49,20.51
Th2La2Ga4,화합물,3,110.39,1.7,9.72,40.7,2.31,2.91
Mo2Th,합금,2,45.93,5.3,10.2,15.23,6.59,8.0
VO2Sn3Ru2Nd3Os2,고온,6,81.69,3.1,6.76,12.18,4.07,160.04
Sm,원소,1,203.36,3.0,19.38,124.88,5.04,6.85
Bi3Zr3O,화합물,3,133.45,4.4,3.44,30.1,8.6,55.52
OsNi,합금,2,99.65,4.8,11.52,60.82,8.42,3.38
Be3Re2Al3LuBi,고온,5,105.33,2.7,7.6,3.58,2.0,150.71
H2Hg2,화합물,2,91.4,1.7,7.44,14.38,2.1,1.27
Ru2Tl4Ba3Sb2Os4,고온,5,46.82,1.6,5.52,11.79,6.44,101.62
Tb3La,수소화물,2,21.36,1.5,7.5,37.62,1.19,197.44
CoInRbTe2,화합물,4,139.12,1.7,4.11,10.46,10.36,0.0
DyTb,합금,2,103.99,5.9,7.31,71.78,11.78,5.57
PtCr3,합금,2,142.62,5.8,4.38,80.62,8.29,5.88
HAg2,합금,2,35.31,3.6,8.14,89.74,4.02,5.58
GeHPd3,화합물,3,76.16,5.9,2.07,41.36,7.72,13.15
Th2,원소,1,22.79,4.0,15.69,265.16,4.25,6.24
Gd3,원소,1,70.3,2.0,14.94,102.4,4.36,4.08
RbLa2,화합물,2,35.31,2.0,2.36,24.13,13.63,9.82
B2Ir4U,화합물,3,113.54,4.9,12.15,37.56,4.5,8.88
LuSGd3Er,화합물,4,137.46,5.3,9.84,15.42,5.69,7.66
Ba3Eu4,화합물,2,159.39,6.0,5.29,43.06,13.87,9.48
Hg2BVRb2Dy,고온,5,117.19,2.5,5.7,6.49,3.37,140.02
Si2Th2Fe2,화합물,3,73.7,5.6,11.69,14.2,10.54,1.02
Nd2KCr3,합금,3,41.08,1.6,11.65,67.94,13.09,8.11
Ta2Ba3W2B4,고온,4,131.6,2.9,8.59,14.92,14.75,143.4
CeP4,수소화물,2,6.72,4.9,1.93,36.72,1.57,250.84
Nd2,원소,1,235.47,4.0,19.83,153.11,9.96,8.55
Ba3HoV3In,화합물,4,47.6,3.7,10.47,49.8,1.77,7.92
Th2H3,화합물,2,111.42,2.9,12.01,24.2,12.44,3.94
Zn4Cd,합금,2,122.66,2.7,10.95,87.0,10.42,6.95
Tm2Ho3Be4Hf2ZrDy,고온,6,92.71,3.4,5.11,14.28,14.98,125.77
Nd3KN,화합물,3,40.64,2.6,12.47,34.09,10.14,3.95
C3NTl2Er2,고온,4,53.55,2.9,7.61,5.34,8.04,124.94
V2Ba3Lu2,화합물,3,124.97,1.6,3.56,21.03,13.13,19.44
Ru2HfTa4,화합물,3,149.03,4.3,10.08,40.6,13.37,3.63
CuCr4,합금,2,164.94,5.3,5.1,13.88,8.52,24.28
Eu2Mn,합금,2,121.38,4.2,4.32,145.61,8.4,3.03
Te3,원소,1,192.39,3.0,9.31,331.43,3.4,0.0
AsSr2,합금,2,131.65,5.7,4.62,30.36,11.6,11.45
YbCoBAs4,화합물,4,41.62,4.7,3.36,15.51,12.73,1.98
NdPb2Tb3W3Bi,고온,5,128.73,3.6,5.08,1.4,0.47,86.82
Pb2Bi3Pt,화합물,3,139.41,5.3,6.06,36.84,10.69,7.16
Nd2CdB3Sn2Hg3Ba4,고온,6,89.17,4.5,6.83,4.95,6.66,57.08
Si2Sn2LuDy,화합물,4,151.47,5.3,5.29,17.0,6.82,10.1
H2Ca2Bi3In,고온,4,97.61,1.9,5.33,2.38,14.93,116.16
Zr3HfSb2,수소화물,3,29.0,4.8,6.45,20.97,10.13,215.57
S2Co2Sn2,합금,3,69.32,3.8,8.26,66.48,11.12,6.11
CeMoCu3FeYb4As,고온,6,45.13,1.8,7.54,13.29,11.97,121.24
Ba2EuMn3,화합물,3,94.14,5.5,13.2,37.09,3.09,11.38
Be2GaAl4Ru,고온,4,55.67,4.6,6.87,11.33,5.17,143.45
Sn2InBa2,화합물,3,156.84,4.6,4.96,6.11,9.19,16.5
Ta3Ir3,화합물,2,146.3,2.8,6.07,31.89,1.67,6.37
Ag2P,합금,2,28.93,2.8,11.77,91.74,3.36,5.3
Si,원소,1,41.97,3.0,10.53,355.85,8.59,16.21
Y2Sc3,화합물,2,151.06,2.2,7.8,41.76,7.4,6.79
SiYb2,수소화물,2,20.15,4.7,6.3,6.3,13.07,280.29
Pr2Nd2Na3YbCu3,고온,5,70.86,6.0,3.33,1.87,14.7,142.75
U2W2As4Lu4,화합물,4,84.72,4.4,13.77,42.32,13.96,11.73
F3Sr2Sc3AuOs4,고온,5,115.7,4.5,4.93,8.81,13.16,63.96
Ni2Sm2Ru2BiTmEu3,고온,6,37.23,3.3,3.74,8.79,3.63,126.89
TmLa,화합물,2,39.47,3.9,7.33,29.07,13.05,5.64
Tb2,원소,1,168.12,2.0,15.26,154.6,7.99,2.57
Sm2Ta,합금,2,108.8,2.2,3.19,34.46,10.52,3.56
C3Ga4B2Zr,고온,4,125.02,3.9,3.68,13.96,10.38,116.75
P2Ti2HoRu3Sc2,고온,5,138.25,4.9,7.89,12.7,0.36,80.71
Tl3SC,화합물,3,97.51,3.4,6.33,9.21,4.68,9.61
Er2SbAl4In,화합물,4,22.63,3.4,10.74,9.11,6.32,7.94
SnS3H2Ga2,고온,4,107.71,6.0,4.11,14.63,8.38,146.15
CsTa3Te2Ca3,고온,4,31.07,1.6,7.94,9.2,1.93,119.2
Te2CsRe2Th3Ce2Pr,고온,6,117.46,3.3,5.29,3.76,6.04,130.05
Au2Er2,화합물,2,57.11,1.7,11.99,32.32,10.36,9.95
Cr4Tm3,합금,2,119.35,3.3,3.22,139.68,14.13,6.11
YMn2,화합물,2,49.43,5.2,9.7,20.8,7.18,15.8
HoSb,합금,2,127.88,3.4,13.12,59.2,8.7,7.7
HoPr3Th2HfCa2Nd2,고온,6,80.78,2.5,6.77,2.03,1.88,127.1
OAl2SeSm2,화합물,4,128.86,3.7,2.15,30.57,7.71,11.4
CsThCr3Ni,고온,4,109.97,2.1,6.77,5.26,8.68,36.68
W3BaRb2,화합물,3,136.03,3.8,8.6,43.13,7.9,17.84
SbCa2IrW2Fe,고온,5,54.1,1.6,3.59,13.62,7.5,112.93
F3Dy,화합물,2,77.7,4.6,7.02,36.86,1.02,10.25
Lu3Hf2Rb,화합물,3,87.42,5.5,8.12,25.78,7.91,11.45
Tl3LiZrTb3,화합물,4,78.83,4.8,2.77,13.01,14.76,2.51
W2,원소,1,36.44,3.0,6.49,2.03,4.23,12.74
Er3WRb2Be4Th2Nb2,고온,6,36.6,2.9,7.41,5.39,13.09,125.66
Mg2SrBeAu,화합물,4,141.44,4.8,3.4,24.43,0.64,10.8
Mn3Zn2NdAs3,화합물,4,114.58,5.9,6.44,24.83,0.94,6.75
SmFe3Mg4Rh2Cr3Se,고온,6,79.26,4.2,6.89,9.77,6.09,76.08
NP3RuTaMo,고온,5,100.98,2.1,5.93,3.81,10.99,121.31
Bi2Se,화합물,2,103.68,3.6,6.86,44.68,1.48,13.92
C3S2V2Se2Sc4K,고온,6,63.48,5.4,4.31,14.22,10.39,165.41
H,원소,1,201.47,3.0,16.32,311.5,4.29,6.47
S3Pd4B,합금,3,91.55,2.9,3.02,98.16,10.57,11.24
RhP2,화합물,2,108.09,5.5,11.63,49.26,11.63,5.74
PbN3Yb3,화합물,3,81.92,3.2,11.6,49.16,12.02,4.2
Au4Re2Os3Ir,화합물,4,85.22,5.4,10.37,21.44,5.22,2.19
N2Co2Tm3,화합물,3,75.99,3.2,10.11,38.5,14.14,28.01
Ir2MoU2,화합물,3,26.72,3.7,9.31,3.97,10.96,14.94
Sb2Ce3TlMo2,고온,4,125.7,1.9,5.65,8.19,11.48,132.12
NbK3,화합물,2,138.74,3.4,3.59,1.68,0.24,14.07
SiGa,수소화물,2,7.74,1.7,2.45,22.9,6.44,168.87
Os3Mn4Sb3Yb4,고온,4,102.2,4.0,5.9,11.18,1.04,63.91
Ni2Cu,합금,2,71.22,3.7,2.38,148.9,5.31,13.2
Bi2Pb4Nd2,합금,3,37.97,4.2,5.05,106.67,0.68,0.0
Y3CdSi,화합물,3,146.28,4.9,9.93,14.5,0.44,3.39
Gd2Yb3Cd4C,고온,4,133.8,3.2,3.4,2.75,13.96,43.35
As3,원소,1,43.05,5.0,2.73,274.76,7.05,0.83
N4Ba2,합금,2,87.2,3.0,9.76,80.2,12.76,5.38
Ir2Nb4Cu3Ca,고온,4,63.78,5.3,8.69,10.44,0.82,65.57
Sc2Th2Ni2,화합물,3,132.86,4.2,10.86,13.72,11.38,10.57
HfCr2,합금,2,29.39,2.7,15.66,134.74,14.58,6.76
Pt2Mn3,합금,2,87.28,5.7,15.63,106.1,13.86,11.69
HgTi3Sc2Ni4Zn2,고온,5,59.87,2.3,7.92,14.01,13.58,125.39
Ho2K4Ir2Hf2Be2,고온,5,83.25,3.0,7.61,3.45,10.31,109.23
RbW3,합금,2,34.28,1.5,9.01,97.73,3.68,0.99
Pr2AuO3Ir3,화합물,4,40.42,1.5,11.56,42.71,7.71,7.43
U3Li2NbSe4HMn3,고온,6,97.94,3.7,5.21,1.23,0.85,70.2
SePtNi4Co2Si2,고온,5,76.39,3.1,7.29,2.55,8.01,134.83
In2Cd3Mo3Be3,고온,4,118.3,5.5,5.72,8.57,9.82,88.04
Ir2Mn,화합물,2,23.71,5.9,9.09,45.98,4.22,13.42
N3ErInP2RbK,고온,6,40.97,3.5,7.09,13.53,14.55,147.79
Rb3LuTl4Sn,화합물,4,56.0,2.3,4.3,17.09,2.46,12.01
Rb4Rh,합금,2,104.96,4.0,7.13,69.65,14.54,14.55
Cr2Cu,화합물,2,89.98,3.6,9.1,32.21,1.12,15.26
Cu2Si,화합물,2,157.92,6.0,8.65,16.11,1.32,19.43
F2V2ZnErSnPd3,고온,6,103.69,4.9,7.89,2.89,5.87,50.76
Hf2Ba4,합금,2,152.86,3.8,8.53,96.79,3.47,0.0
Tb2U2Dy2Al4Pt,고온,5,80.51,4.3,8.63,8.45,4.67,126.9
TlSm4,화합물,2,38.85,2.7,5.72,7.69,4.88,1.14
Tl3Bi3,화합물,2,15.1,4.3,6.23,12.14,5.49,9.9
Eu,원소,1,129.12,1.0,5.96,82.94,5.08,0.0
Pr3Zr2Mg,화합물,3,60.32,3.1,6.25,35.48,7.93,11.3
Ir3NiTl,화합물,3,49.54,4.9,5.37,8.95,6.33,14.74
P3Rh,화합물,2,40.55,5.2,8.24,22.66,8.48,3.16
Tl4Sn2Te,합금,3,71.75,3.7,2.46,33.05,5.81,6.34
Na3TeBe2,화합물,3,98.26,3.6,4.77,20.47,12.41,4.04
ZnB3Bi2Si2O2,고온,5,125.78,4.0,3.35,10.1,14.09,92.82
S3Ti,화합물,2,128.32,4.2,11.78,10.88,3.76,18.4
MnCo,합금,2,157.19,3.8,11.9,43.53,4.04,8.28
Al2C2,합금,2,49.07,3.6,4.83,125.33,12.51,11.1
RuFPrAs,고온,4,81.04,3.9,5.07,3.77,9.98,150.44
PrS4Na4Zn2,화합물,4,156.83,5.4,8.31,45.18,10.11,22.49
Fe3,원소,1,157.28,1.0,20.84,7.79,2.01,1.58
Ni4O4Hg3Lu2Ca3Mn3,고온,6,130.99,4.1,7.87,13.72,6.96,74.25
Os4Nb2P4Tl3,화합물,4,157.0,4.0,13.51,43.53,12.83,8.37
PbW2,합금,2,170.85,4.9,12.63,54.73,2.22,2.57
PrCd2,수소화물,2,14.36,5.1,2.11,66.98,2.5,114.76
NdPd2Sb,화합물,3,156.77,3.6,11.22,10.22,1.95,13.86
ThSc3Mn2Eu,화합물,4,134.62,4.9,7.23,27.1,14.36,4.62
SnCs3,화합물,2,56.35,2.5,10.27,44.21,0.98,21.46
Eu2BRbO4,고온,4,33.47,3.3,4.49,10.17,7.38,48.42
NiAl4Cs3,합금,3,104.52,4.8,2.53,52.41,0.96,7.15
CsYb3Pr,화합물,3,108.91,5.1,10.08,2.08,0.58,8.18
C2Li,합금,2,59.49,4.3,4.25,76.77,11.71,14.13
Ni3EuDy4Sm2Cd3Y2,고온,6,57.51,3.3,8.42,8.23,4.2,73.44
As2Th3Tl,화합물,3,139.83,5.3,2.84,39.95,5.55,6.22
PrRbS2,화합물,3,84.81,3.8,4.26,3.72,5.29,2.41
AsAl3N4,합금,3,124.71,5.8,3.58,72.25,13.96,10.85
GaYbO3,화합물,3,152.73,5.6,5.56,43.18,7.91,5.61
Sb2Tm4NiPt,고온,4,109.32,2.1,3.08,8.96,10.96,58.7
WGa3F2Ca4,화합물,4,128.0,3.3,13.36,7.96,7.21,11.52
K2Tm2Cd2AsSi,고온,5,108.22,4.4,6.73,9.27,3.85,145.63
S3Y,화합물,2,70.01,2.9,5.27,26.11,9.4,2.57
Pd2S2B2AlTe2,고온,5,103.81,3.5,6.04,9.57,6.58,119.24
Yb,원소,1,163.12,1.0,8.89,144.7,3.11,0.0
OsGdSc2,화합물,3,104.78,4.8,10.46,36.02,4.75,6.85
Nd2Ru,수소화물,2,29.32,2.7,6.63,25.74,5.27,209.94
Cu2La,수소화물,2,12.87,3.6,1.63,59.11,7.94,111.73
Yb2Li3W4S2,화합물,4,140.33,5.5,11.27,1.44,5.86,6.49
Zr2Ge4Li2,화합물,3,63.86,5.8,6.32,2.88,1.62,20.01
Er2,원소,1,211.13,4.0,4.96,332.39,5.8,4.13
Cu4La2Ta4Ba3,고온,4,62.47,4.8,6.4,8.44,13.3,100.34
Cr2Na3W2,화합물,3,83.8,2.9,3.82,17.98,14.67,1.86
